iter	Logloss
540	0.1885297682
541	0.1885179549
542	0.1885099141
543	0.1885006495
544	0.1884880569
545	0.1884751236
546	0.1884634147
547	0.1884495898
548	0.188445284
549	0.1884296802
550	0.1884138028
551	0.1884109809
552	0.188399766
553	0.188394214
554	0.1883859838
555	0.1883817952
556	0.1883702612
557	0.1883606534
558	0.1883525566
559	0.1883362498
560	0.1883253297
561	0.1883196374
562	0.1883026379
563	0.1882975921
564	0.1882835828
565	0.1882636137
566	0.1882551796
567	0.1882392822
568	0.18822771
569	0.1882214606
570	0.1882181533
571	0.188206298
572	0.1881910102
573	0.1881849173
574	0.1881704687
575	0.188150586
576	0.1881411168
577	0.1881325179
578	0.1881312722
579	0.1881132072
580	0.1880992688
581	0.1880872412
582	0.1880813693
583	0.1880624565
584	0.188059065
585	0.1880528484
586	0.1880418259
587	0.188029773
588	0.1880171502
589	0.1880075833
590	0.1879946416
591	0.1879786641
592	0.1879770752
593	0.1879719114
594	0.1879612467
595	0.1879483924
596	0.1879451756
597	0.1879323048
598	0.1879226113
599	0.1879185432
600	0.1879170885
601	0.1879107282
602	0.1879076538
603	0.1879072274
604	0.1878962876
605	0.1878912556
606	0.1878826909
607	0.1878628463
608	0.1878596535
609	0.1878505261
610	0.1878427663
611	0.1878322041
612	0.1878282062
613	0.187819044
614	0.1878109947
615	0.1877905014
616	0.1877842613
617	0.1877801099
618	0.1877777723
619	0.1877732005
620	0.1877585368
621	0.1877534286
622	0.1877450063
623	0.1877347286
624	0.1877182517
625	0.1877107536
626	0.1877062985
627	0.1876945168
628	0.1876831868
629	0.1876633913
630	0.1876508182
631	0.1876420685
632	0.1876374311
633	0.1876253545
634	0.1876160189
635	0.1876087848
636	0.1876027878
637	0.1875955318
638	0.1875482707
639	0.1875377909
640	0.1875148835
641	0.1874948363
642	0.1874858971
643	0.1874854779
644	0.1874781224
645	0.1874742303
646	0.1874670342
647	0.1874633221
648	0.1874598392
649	0.18745579
650	0.1874525268
651	0.1874364461
652	0.187413027
653	0.1874038482
654	0.1874018905
655	0.1873997856
656	0.1873935391
657	0.1873887477
658	0.1873863844
659	0.187376612
660	0.1873644986
661	0.1873577417
662	0.1873538046
663	0.1873446712
664	0.1873180933
665	0.1873130408
666	0.1873042667
667	0.1873011991
668	0.1872918174
669	0.1872763899
670	0.1872625265
671	0.1872595209
672	0.1872527496
673	0.1872392614
674	0.1872273395
675	0.1872269841
676	0.1872037768
677	0.1871909956
678	0.1871866214
679	0.1871740842
680	0.1871556627
681	0.1871454148
682	0.1871308001
683	0.1871243813
684	0.1871172232
685	0.1871124223
686	0.1871068916
687	0.1870989628
688	0.1870911194
689	0.1870772164
690	0.187052651
691	0.1870362838
692	0.187030272
693	0.1870295622
694	0.1870287998
695	0.1870218627
696	0.1870059566
697	0.1870037624
698	0.1869843679
699	0.18698024
700	0.1869653054
701	0.1869522898
702	0.1869406658
703	0.1869269366
704	0.1869215595
705	0.1869101128
706	0.186900513
707	0.1868963462
708	0.1868869769
709	0.18688398
710	0.1868689413
711	0.1868617317
712	0.1868547058
713	0.1868480418
714	0.1868459074
715	0.1868401091
716	0.1868352831
717	0.1868233501
718	0.1868151139
719	0.1868088573
720	0.1867929703
721	0.1867795715
722	0.1867770585
723	0.1867688614
724	0.1867610623
725	0.1867540039
726	0.1867503713
727	0.1867388697
728	0.1867382266
729	0.1867271589
730	0.1867099927
731	0.1866925667
732	0.1866787334
733	0.1866651097
734	0.1866611899
735	0.1866558063
736	0.186654311
737	0.1866489083
738	0.1866474983
739	0.1866294679
740	0.1866248633
741	0.1866226429
742	0.1866170417
743	0.1866126112
744	0.186602688
745	0.1865898043
746	0.1865836877
747	0.1865833389
748	0.1865604047
749	0.1865409352
750	0.1865354129
751	0.186523365
752	0.1865160477
753	0.1865117356
754	0.1865071593
755	0.1865014168
756	0.186491792
757	0.186487011
758	0.1864809247
759	0.1864767482
760	0.1864677502
761	0.1864626649
762	0.1864574773
763	0.1864537113
764	0.1864299007
765	0.1864191214
766	0.1864065508
767	0.1864043899
768	0.1863915688
769	0.1863811816
770	0.1863750069
771	0.186359458
772	0.1863549737
773	0.1863467602
774	0.1863267623
775	0.186323752
776	0.186321043
777	0.1863112018
778	0.1863072078
779	0.1863064925
780	0.186299114
781	0.1862930601
782	0.1862839505
783	0.18627472
784	0.1862707656
785	0.1862670965
786	0.1862560273
787	0.1862517115
788	0.1862425149
789	0.1862309957
790	0.1862228975
791	0.1862067971
792	0.186191599
793	0.1861860138
794	0.186182347
795	0.1861803741
796	0.186164582
797	0.1861564359
798	0.1861437108
799	0.1861374538
800	0.1861171109
801	0.1861126186
802	0.1861014608
803	0.1860908345
804	0.1860831521
805	0.1860619321
806	0.1860485463
807	0.1860395898
808	0.1860204699
809	0.1860003794
810	0.1859889977
811	0.1859685833
812	0.1859570429
813	0.1859358854
814	0.1859153545
815	0.1859029634
816	0.185889495
817	0.1858785381
818	0.1858690269
819	0.1858599674
820	0.1858471769
821	0.1858377801
822	0.1858321513
823	0.1858244041
824	0.1858080737
825	0.1858014204
826	0.1857969593
827	0.1857917608
828	0.185786728
829	0.1857831009
830	0.1857817378
831	0.1857705133
832	0.1857611096
833	0.1857570129
834	0.1857521412
835	0.1857470149
836	0.1857329339
837	0.1857292468
838	0.1857209872
839	0.1857185297
840	0.1857129195
841	0.185703415
842	0.1856833672
843	0.1856782242
844	0.185668598
845	0.1856598225
846	0.1856450615
847	0.1856419452
848	0.1856354973
849	0.1856295172
850	0.185624072
851	0.1856177534
852	0.1856119577
853	0.1856030159
854	0.1855862275
855	0.1855697615
856	0.1855551627
857	0.1855405965
858	0.1855250598
859	0.1855061093
860	0.1854984151
861	0.1854901651
862	0.1854816236
863	0.1854749116
864	0.1854584968
865	0.1854227846
866	0.1854073375
867	0.1854000386
868	0.1853867671
869	0.1853661271
870	0.185353709
871	0.1853468498
872	0.1853383079
873	0.1853247641
874	0.1853088689
875	0.1853059545
876	0.1852996083
877	0.1852906479
878	0.1852830072
879	0.1852684633
880	0.1852637615
881	0.1852547839
882	0.185252001
883	0.1852393307
884	0.1852125833
885	0.1852023486
886	0.1851965207
887	0.1851852532
888	0.1851791392
889	0.1851719624
890	0.1851685196
891	0.1851507277
892	0.1851306559
893	0.1851259823
894	0.1851207371
895	0.1851146554
896	0.1851124689
897	0.1851074676
898	0.1850895791
899	0.1850761373
900	0.1850598538
901	0.1850479291
902	0.1850352354
903	0.1850272394
904	0.1850210506
905	0.185009855
906	0.1850043264
907	0.1849919551
908	0.1849864722
909	0.1849806989
910	0.1849715147
911	0.1849628524
912	0.1849465481
913	0.1849440327
914	0.1849395547
915	0.1849336259
916	0.1849162056
917	0.1849016201
918	0.1848979679
919	0.1848861177
920	0.1848794782
921	0.1848661052
922	0.1848574546
923	0.1848519978
924	0.184838709
925	0.1848249018
926	0.1848104656
927	0.1848024061
928	0.1847868402
929	0.1847727889
930	0.1847605153
931	0.1847520413
932	0.1847321139
933	0.1847104938
934	0.1847031764
935	0.1846954418
936	0.1846915297
937	0.184679897
938	0.1846665439
939	0.1846545179
940	0.1846440559
941	0.1846361552
942	0.1846269951
943	0.1846167891
944	0.1846115873
945	0.184606549
946	0.1846010265
947	0.1845897552
948	0.1845798737
949	0.184569296
950	0.1845475346
951	0.184538733
952	0.1845198469
953	0.1845148456
954	0.1845111345
955	0.1844954183
956	0.1844858453
957	0.184483519
958	0.184480329
959	0.1844622718
960	0.1844564995
961	0.1844465281
962	0.1844434399
963	0.1844375958
964	0.1844230792
965	0.1844158228
966	0.1844005582
967	0.1843726055
968	0.1843662221
969	0.1843571538
970	0.184349709
971	0.1843454884
972	0.1843286965
973	0.1843261484
974	0.1843165005
975	0.1843040382
976	0.1842899033
977	0.1842852347
978	0.1842787888
979	0.184268093
980	0.1842556782
981	0.1842509086
982	0.1842437463
983	0.1842369919
984	0.1842293509
985	0.1842166322
986	0.1842124782
987	0.1842051846
988	0.18420099
989	0.1841890239
990	0.1841812149
991	0.1841737332
992	0.1841667893
993	0.1841592322
994	0.1841345198
995	0.1841194583
996	0.1841015117
997	0.1840908146
998	0.184085407
999	0.1840713335
